team;fifa_rank;total_fifa_points;home_team_score;team_result;goalkeeper_score;mean_defense_score;mean_offense_score;mean_midfield_score
Czech Republic;33;762;0;-1;88;76.5;76;77.8
Mali;55;579;1;-1;72;73;75.3;73.5
New Zealand;88;381;1;-1;68;71;71;63
Kazakhstan;83;411;0;-1;;;;
San Marino;201;17;0;-1;;;;
Denmark;46;636;2;-1;81;79;76.3;80.2
Lithuania;117;310;1;0;78;;;
Cabo Verde;72;474;0;-1;63;68.8;75;73.5
Slovakia;28;820;0;-1;73;78;68.7;78
New Caledonia;162;152;1;1;;;;
Guyana;118;301;2;-1;;;;
Timor-Leste;183;80;1;-1;;;;
Spain;11;1140;2;1;90;86.2;85.3;86.8
Cameroon;59;565;1;0;80;80.2;78.3;76.8
Sri Lanka;193;52;0;-1;;;;
Egypt;53;587;2;1;73;71;71.3;75.5
Croatia;14;1059;1;1;83;81;80;84.5
Turkey;21;885;0;-1;81;80.2;78;81.2
Vietnam;141;224;2;0;;;;
Liechtenstein;182;85;1;-1;64;;;
Italy;13;1123;3;1;88;85.8;82.7;84
Republic of Ireland;31;773;3;1;76;77.2;76.7;78
Costa Rica;18;942;4;1;85;75.5;68.3;76.8
Austria;26;839;2;-1;75;78;74.7;81.8
Mozambique;89;380;0;-1;;;;
Guinea;61;549;0;-1;55;69.5;72.3;75.8
Kosovo;168;134;0;-1;72;67;72.7;71.8
Georgia;137;239;1;0;73;71;64.7;74
Nigeria;64;533;2;1;83;74.5;77.3;76.2
Switzerland;16;1020;2;1;84;80;75.7;80
Luxembourg;145;212;1;0;66;66.5;;
Bangladesh;185;75;1;-1;;;;
Cyprus;87;384;0;-1;;;;
Greece;48;622;2;1;82;81;77.3;77.8
Portugal;7;1227;6;1;84;83.2;86.7;83.5
Belgium;2;1369;6;1;89;83.8;86.7;82.5
Hungary;20;912;2;1;73;71.2;74.3;75.2
France;8;1188;1;1;88;83.8;87;85.2
Korea DPR;118;301;3;1;;;;
Bulgaria;74;470;0;-1;74;70.5;67.3;73.8
Paraguay;36;719;1;1;76;76;77;77
Japan;56;573;1;0;73;74.5;76.3;79.5
Ecuador;19;916;2;0;74;73.8;76;76.2
Peru;25;841;1;-1;74;73.5;73.7;73
Uruguay;9;1173;2;0;83;82.8;85;78.2
Azerbaijan;133;252;0;0;68;;;64.8
Montenegro;105;325;1;1;55;75.5;77;69
Northern Ireland;30;797;0;-1;70;74.8;71;73.2
Singapore;155;176;0;-1;;;;
Korea Republic;47;634;0;-1;74;74;75.3;77.2
Thailand;135;245;0;-1;;;;
Romania;32;772;0;0;77;76;74.7;75.2
Turkmenistan;116;312;0;-1;;;;
Maldives;165;146;1;0;;;;
Equatorial Guinea;81;424;1;0;65;;;
Malta;176;99;0;-1;;;;
Afghanistan;149;200;1;0;;;;
Panama;62;538;0;-1;;67.5;66.3;68.5
Canada;103;328;0;-1;65;67.5;71.3;72.8
San Marino;201;17;1;-1;;;;
Bahrain;126;283;2;0;;;;
Armenia;112;316;1;-1;;;65.3;75
Curaçao;122;298;4;1;75;;68;70.5
Syria;114;314;0;-1;;;;
United Arab Emirates;66;503;0;-1;;;;
Scotland;44;651;0;-1;76;74;74.3;76.2
England;12;1130;0;0;84;83.5;83.3;82
Ghana;43;658;1;0;69;75.5;76.7;78
China PR;78;445;0;-1;73;70;72;71
Brazil;4;1322;2;1;83;86.5;87;84
Timor-Leste;183;80;1;-1;;;;
Laos;176;99;1;-1;;;;
Brunei Darussalam;197;33;0;-1;;;;
Laos;176;99;2;1;;;;
Timor-Leste;186;74;2;-1;;;;
Brunei Darussalam;192;57;3;-1;;;;
Timor-Leste;186;74;0;-1;;;;
Mongolia;202;12;1;-1;;;;
Laos;175;106;2;1;;;;
Indonesia;179;93;0;0;;;;
Nepal;186;73;0;0;;;;
Zambia;94;374;0;-1;;;;
Guam;182;85;2;-1;;;;
Iraq;113;313;0;0;;66.5;;68
Chinese Taipei;161;144;0;-1;;;;
Macau;196;40;4;1;;;;
Sri Lanka;194;48;0;-1;;;;
Solomon Islands;193;55;0;-1;;;;
Brunei Darussalam;192;57;0;-1;;;;
Zambia;94;374;1;1;;;;
Indonesia;179;93;2;-1;;;;
Belarus;77;451;1;1;69;71;;69.5
Korea DPR;126;266;2;1;;;;
Chinese Taipei;161;144;2;-1;;;;
Laos;175;106;3;1;;;;
Belgium;4;1382;1;0;89;83.8;86.7;82.5
Kyrgyz Republic;99;342;0;-1;69;;;
Macau;196;40;1;0;;;;
Singapore;171;121;0;-1;;;;
Turkmenistan;114;309;0;-1;;;;
Bahrain;123;272;0;-1;;;;
Argentina;1;1621;0;-1;82;83.8;90;84.2
Chile;6;1273;0;0;85;77.8;80;82
Papua New Guinea;159;152;1;-1;;;;
Palestine;120;284;1;0;;;;
Peru;23;865;4;1;74;73.5;73.7;73
Russia;53;593;1;-1;80;78.8;79;80
Ecuador;19;932;1;-1;74;73.8;76;76.2
Jordan;104;331;0;-1;;;;
Bolivia;80;443;0;-1;66;68;70;68.5
Montenegro;56;570;2;-1;55;75.5;77;69
Norway;81;438;1;-1;77;74.8;72.7;76.2
Kazakhstan;90;386;1;-1;;;;
Scotland;57;568;0;-1;76;74;74.3;76.2
Sweden;39;714;1;-1;73;78.2;82;77.2
Panama;63;551;1;1;;67.5;66.3;68.5
Oman;129;259;0;-1;68;;;
Canada;110;322;0;-1;65;67.5;71.3;72.8
Tunisia;38;720;1;1;55;74.5;72.3;75
Slovenia;52;594;1;1;87;76.2;75.7;76.8
Azerbaijan;88;404;0;-1;68;;;64.8
Poland;15;1029;3;1;80;78.8;81.3;79.5
Germany;2;1465;8;1;92;87.2;81.3;88
Lithuania;98;347;0;-1;78;;;
Comoros;143;222;2;0;72;;;65.5
Costa Rica;18;971;2;1;85;75.5;68.3;76.8
Mexico;17;1000;2;1;80;78.8;80.7;80.8
Israel;79;450;3;1;;;73.3;74.8
Republic of Ireland;33;776;1;1;76;77.2;76.7;78
Zambia;94;374;1;0;;;;
Burkina Faso;67;518;2;1;;;;74.5
Iceland;21;898;0;-1;67;71;74;76.2
Moldova;173;118;1;0;;;;
Korea DPR;126;266;1;1;;;;
Mozambique;95;359;0;-1;;;;
Italy;13;1081;4;1;88;85.8;82.7;84
Brunei Darussalam;192;57;1;0;;;;
Gabon;110;322;0;0;72;70.8;;73.5
Côte d'Ivoire;31;790;0;0;70;80.2;81;79.2
Laos;175;106;2;0;;;;
New Caledonia;166;128;0;-1;;;;
Algeria;35;741;1;-1;69;76;82;78.5
North Macedonia;155;167;0;-1;70;;70;65.5
Kosovo;164;134;0;-1;72;67;72.7;71.8
Congo;55;575;0;-1;66;71.8;65.3;71.8
Finland;101;337;0;-1;78;72;74;72.8
Serbia;43;650;1;0;76;80.2;77;80.8
Estonia;119;298;1;-1;63;69.5;;
Belarus;77;451;0;-1;69;71;;69.5
Gibraltar;205;0;1;-1;;;;
Ghana;45;628;0;-1;69;75.5;76.7;78
Bosnia and Herzegovina;28;807;1;0;83;76.5;78;79.5
Congo DR;49;609;2;1;69;73.5;77.3;76.2
Andorra;203;11;0;-1;;;;
Suriname;147;204;0;-1;69;67.5;65;
Netherlands;20;901;3;1;81;80.8;80.7;83
Latvia;116;306;1;-1;66;;68;
Cambodia;167;122;0;-1;;;;
Tahiti;172;119;0;-1;;;;
Haiti;87;404;2;1;;66.8;;66.8
Faroe Islands;74;468;0;-1;;;;
Afghanistan;145;207;0;-1;;;;
Tanzania;144;212;0;-1;;;;
Oman;129;259;3;1;68;;;
Brunei Darussalam;192;57;2;-1;;;;
Papua New Guinea;159;152;1;-1;;;;
Slovenia;52;594;1;0;87;76.2;75.7;76.8
Colombia;5;1361;0;-1;79;78.2;81.3;81.2
Slovakia;26;839;0;0;73;78;68.7;78
Kyrgyz Republic;99;342;0;0;69;;;
Paraguay;37;737;0;-1;76;76;77;77
Uruguay;9;1174;1;-1;83;82.8;85;78.2
Qatar;91;385;0;0;;;;
USA;24;852;0;-1;81;77.5;74.3;75.8
Denmark;50;605;1;0;81;79;76.3;80.2
Venezuela;68;515;0;-1;72;74.8;76.3;76
Spain;10;1167;2;0;90;86.2;85.3;86.8
Côte d'Ivoire;31;790;0;0;70;80.2;81;79.2
Comoros;143;222;1;0;72;;;65.5
Trinidad and Tobago;65;533;1;-1;;66.8;;
Germany;2;1465;0;0;92;87.2;81.3;88
Saudi Arabia;54;593;1;-1;73;72.5;70.7;72.2
Lebanon;149;201;0;0;;;;
Liberia;104;332;0;-1;;;;
Uzbekistan;48;617;1;-1;;;;
Iceland;21;898;2;1;67;71;74;76.2
Togo;93;374;1;-1;;;70.7;72.8
South Africa;62;559;1;0;76;73;72.7;75
Macau;196;40;0;-1;;;;
New Zealand;116;306;0;0;68;71;71;63
Croatia;16;1027;3;1;83;81;80;84.5
Mexico;17;1000;0;0;80;78.8;80.7;80.8
Brazil;3;1409;2;1;83;86.5;87;84
Romania;34;746;0;-1;77;76;74.7;75.2
IR Iran;27;837;0;0;71;;72;
Australia;40;663;2;0;79;71.8;73.7;74.5
Mauritania;115;307;0;0;;;;
Serbia;43;650;0;-1;76;80.2;77;80.8
Iraq;113;313;0;-1;;66.5;;68
Singapore;171;121;0;0;;;;
Estonia;119;298;1;0;63;69.5;;
Indonesia;179;93;2;-1;;;;
Vietnam;136;231;2;1;;;;
Cambodia;167;122;2;-1;;;;
Estonia;119;298;1;1;63;69.5;;
Indonesia;179;93;2;0;;;;
Singapore;171;121;0;-1;;;;
Cambodia;167;122;1;-1;;;;
Vietnam;136;231;1;1;;;;
Thailand;129;234;1;1;;;;
Indonesia;179;100;2;1;;;;
Malaysia;156;157;0;-1;;;;
Cambodia;168;128;1;-1;;;;
Vietnam;129;235;1;-1;;;;
Thailand;129;234;2;1;;;;
Indonesia;179;100;2;0;;;;
Myanmar;166;130;0;-1;;;;
Thailand;129;234;1;-1;;;;
Indonesia;179;100;0;-1;;;;
Zimbabwe;102;334;0;0;;;66.3;
Trinidad and Tobago;78;451;1;-1;;66.8;;
Trinidad and Tobago;78;451;3;1;;66.8;;
Suriname;150;182;2;1;69;67.5;65;
Uganda;72;490;0;-1;;;61;
Congo DR;48;638;0;-1;69;73.5;77.3;76.2
Haiti;73;489;4;1;;66.8;;66.8
Mauritania;108;316;1;-1;;;;
Mali;60;569;1;-1;72;73;75.3;73.5
Tunisia;35;737;0;-1;55;74.5;72.3;75
Sweden;41;675;1;-1;73;78.2;82;77.2
Senegal;33;754;2;1;72;79.2;78.3;77.8
Haiti;73;489;4;1;;66.8;;66.8
Finland;94;367;1;1;78;72;74;72.8
Mauritania;108;316;0;-1;;;;
Zimbabwe;102;334;1;0;;;66.3;
Iceland;21;889;2;1;67;71;74;76.2
Croatia;14;1103;1;-1;83;81;80;84.5
Senegal;33;754;2;1;72;79.2;78.3;77.8
Uganda;72;490;0;-1;;;61;
Nicaragua;111;298;1;-1;;;;
Cameroon;62;551;1;0;80;80.2;78.3;76.8
Saudi Arabia;48;640;7;1;73;72.5;70.7;72.2
Croatia;14;1103;1;-1;83;81;80;84.5
Guinea-Bissau;68;515;1;0;;;70.3;70
Zimbabwe;103;329;2;0;;;66.3;
Costa Rica;17;1040;3;1;85;75.5;68.3;76.8
Honduras;75;467;2;1;;71.2;68.3;66
Chile;4;1403;1;1;85;77.8;80;82
Senegal;33;742;2;1;72;79.2;78.3;77.8
Morocco;57;587;0;-1;71;77;77.3;79.2
Togo;90;386;0;0;;;70.7;72.8
Belize;163;140;1;-1;;;;
Uganda;73;475;0;-1;;;61;
Egypt;35;726;0;0;73;71;71.3;75.5
Moldova;164;137;1;0;;;;
Guinea-Bissau;68;515;1;-1;;;70.3;70
Burkina Faso;53;610;1;0;;;;74.5
Tunisia;36;713;2;1;55;74.5;72.3;75
Zimbabwe;103;329;0;-1;;;66.3;
Congo DR;49;629;2;0;69;73.5;77.3;76.2
Togo;90;386;1;-1;;;70.7;72.8
Belize;163;140;1;-1;;;;
Uganda;73;475;0;-1;;;61;
Mali;64;543;0;-1;72;73;75.3;73.5
Honduras;75;467;1;1;;71.2;68.3;66
Canada;120;281;4;1;65;67.5;71.3;72.8
Nicaragua;111;298;0;-1;;;;
Cameroon;62;551;0;0;80;80.2;78.3;76.8
Burkina Faso;53;610;2;1;;;;74.5
Costa Rica;17;1040;0;-1;85;75.5;68.3;76.8
Algeria;39;686;2;0;69;76;82;78.5
Georgia;121;280;2;0;73;71;64.7;74
Tunisia;36;713;4;1;55;74.5;72.3;75
Côte d'Ivoire;34;732;0;-1;70;80.2;81;79.2
Congo DR;49;629;3;1;69;73.5;77.3;76.2
Ghana;54;610;0;-1;69;75.5;76.7;78
Georgia;121;280;0;-1;73;71;64.7;74
Mali;64;543;1;0;72;73;75.3;73.5
Colombia;6;1344;0;-1;79;78.2;81.3;81.2
Tunisia;36;713;0;-1;55;74.5;72.3;75
Cameroon;62;551;0;0;80;80.2;78.3;76.8
Ghana;54;610;2;1;69;75.5;76.7;78
Morocco;57;587;0;-1;71;77;77.3;79.2
Serbia;45;646;0;0;76;80.2;77;80.8
Egypt;35;726;1;1;73;71;71.3;75.5
Ghana;54;610;0;-1;69;75.5;76.7;78
Ghana;54;610;0;-1;69;75.5;76.7;78
Cameroon;62;551;2;1;80;80.2;78.3;76.8
Iceland;21;889;0;-1;67;71;74;76.2
Honduras;65;547;1;-1;;71.2;68.3;66
Azerbaijan;89;380;2;1;68;;;64.8
Barbados;154;174;0;-1;;;;
Djibouti;205;0;0;-1;;;;
Djibouti;205;0;0;-1;;;;
Nicaragua;118;292;0;-1;;;;
Iraq;122;274;1;1;;66.5;;68
Moldova;162;139;2;1;;;;
Myanmar;172;120;3;1;;;;
India;132;232;3;1;65;60;64;58
El Salvador;112;305;1;0;;;;
Kazakhstan;94;356;1;-1;;;;
Lithuania;107;325;0;-1;78;;;
South Sudan;167;122;0;-1;;;;
England;14;1113;0;-1;84;83.5;83.3;82
Malaysia;161;145;0;0;;;;
Madagascar;137;219;1;1;;;;
Canada;117;292;1;0;65;67.5;71.3;72.8
Chinese Taipei;159;148;1;0;;;;
Palestine;134;229;1;1;;;;
Singapore;163;137;1;-1;;;;
Chile;4;1388;0;-1;85;77.8;80;82
Tajikistan;133;231;1;0;;;;
Korea Republic;40;690;0;-1;74;74;75.3;77.2
Bolivia;97;353;0;-1;66;68;70;68.5
Australia;55;621;1;0;79;71.8;73.7;74.5
Hong Kong;142;202;0;-1;;;;
Uganda;74;467;1;0;;;61;
Senegal;28;831;1;0;72;79.2;78.3;77.8
Tahiti;149;183;3;1;;;;
Ecuador;22;887;1;-1;74;73.8;76;76.2
IR Iran;33;793;1;1;71;;72;
Uzbekistan;63;560;0;-1;;;;
Saudi Arabia;57;609;3;1;73;72.5;70.7;72.2
Japan;51;630;2;1;73;74.5;76.3;79.5
Brazil;2;1533;4;1;83;86.5;87;84
Peru;18;965;2;0;74;73.5;73.7;73
Moldova;162;139;0;-1;;;;
Mauritius;146;191;0;-1;;;;
Ukraine;31;798;0;-1;80;77.2;76.3;77.8
Serbia;52;628;2;1;76;80.2;77;80.8
Gabon;87;399;2;0;72;70.8;;73.5
Wales;12;1120;0;0;75;78;77;77.2
Albania;54;622;0;-1;75;73.2;69.3;72.8
Iceland;23;874;2;1;67;71;74;76.2
Togo;101;338;0;0;;;70.7;72.8
North Macedonia;166;130;3;1;70;;70;65.5
Benin;66;531;0;-1;66;67.5;71;66.2
Costa Rica;19;953;0;-1;85;75.5;68.3;76.8
Burkina Faso;36;777;0;-1;;;;74.5
Côte d'Ivoire;47;663;2;1;70;80.2;81;79.2
Israel;56;616;1;-1;;;73.3;74.8
Panama;53;626;0;-1;;67.5;66.3;68.5
Cameroon;32;795;1;1;80;80.2;78.3;76.8
Finland;99;341;0;-1;78;72;74;72.8
Honduras;65;538;0;-1;;71.2;68.3;66
Faroe Islands;82;422;0;0;;;;
Greece;46;678;1;0;82;81;77.3;77.8
Gibraltar;205;0;0;-1;;;;
Netherlands;21;900;0;-1;81;80.8;80.7;83
Estonia;119;291;0;0;63;69.5;;
New Zealand;112;306;2;1;68;71;71;63
France;6;1317;3;1;88;83.8;87;85.2
Angola;147;186;0;-1;;69.8;71.3;
Hungary;27;834;0;-1;73;71.2;74.3;75.2
Guinea-Bissau;80;434;1;-1;;;70.3;70
Belarus;72;472;0;-1;69;71;;69.5
Latvia;111;311;0;-1;66;;68;
Botswana;116;298;0;-1;;;;
Kazakhstan;94;356;0;-1;;;;
Germany;3;1443;4;1;92;87.2;81.3;88
Lithuania;107;325;0;-1;78;;;
Congo DR;38;749;1;-1;69;73.5;77.3;76.2
São Tomé and Príncipe;151;177;2;-1;;;;
Slovakia;25;853;3;1;73;78;68.7;78
Poland;12;1120;2;1;80;78.8;81.3;79.5
Norway;81;428;0;-1;77;74.8;72.7;76.2
Denmark;48;662;0;0;81;79;76.3;80.2
Czech Republic;42;684;6;1;88;76.5;76;77.8
Slovenia;58;609;0;-1;87;76.2;75.7;76.8
Zambia;90;370;0;0;;;;
Gambia;179;106;2;1;;67.5;64.3;69.2
Senegal;28;831;1;0;72;79.2;78.3;77.8
Congo;78;455;1;-1;66;71.8;65.3;71.8
Moldova;162;139;1;-1;;;;
Vietnam;136;221;1;0;;;;
Bosnia and Herzegovina;29;825;2;1;83;76.5;78;79.5
United Arab Emirates;68;521;0;-1;;;;
Finland;99;341;1;0;78;72;74;72.8
Singapore;163;137;0;0;;;;
Argentina;1;1644;0;-1;82;83.8;90;84.2
Paraguay;43;683;0;-1;76;76;77;77
India;132;232;1;1;65;60;64;58
Guinea;70;500;2;1;55;69.5;72.3;75.8
Venezuela;59;600;1;-1;72;74.8;76.3;76
Colombia;7;1311;2;1;79;78.2;81.3;81.2
Togo;101;338;0;-1;;;70.7;72.8
Croatia;16;1042;0;-1;83;81;80;84.5
Spain;10;1161;2;1;90;86.2;85.3;86.8
Latvia;111;311;0;-1;66;;68;
Costa Rica;19;953;1;0;85;75.5;68.3;76.8
China PR;86;406;0;-1;73;70;72;71
Iceland;23;874;1;1;67;71;74;76.2
Thailand;127;254;0;-1;;;;
Cambodia;173;116;0;-1;;;;
Syria;95;354;0;-1;;;;
Macau;184;81;0;-1;;;;
Hong Kong;142;202;0;-1;;;;
Cabo Verde;77;460;2;1;63;68.8;75;73.5
Belarus;72;472;0;-1;69;71;;69.5
Palestine;134;229;3;1;;;;
Comoros;142;202;1;0;72;;;65.5
Tunisia;37;774;0;-1;55;74.5;72.3;75
Lesotho;141;205;0;-1;;;;
Italy;15;1094;2;1;88;85.8;82.7;84
Fiji;181;102;0;-1;;;;
Bhutan;177;109;0;-1;;;;
USA;30;818;1;0;81;77.5;74.3;75.8
Uruguay;9;1199;1;-1;83;82.8;85;78.2
Nepal;170;122;1;-1;;;;
Sweden;45;681;3;1;73;78.2;82;77.2
Belgium;5;1379;3;0;89;83.8;86.7;82.5
Iraq;122;274;0;-1;;66.5;;68
Angola;147;186;0;0;;69.8;71.3;
Djibouti;205;0;0;-1;;;;
Burundi;139;214;1;-1;;;;
Mexico;17;1025;1;1;80;78.8;80.7;80.8
Qatar;84;415;0;-1;;;;
Tajikistan;133;231;1;-1;;;;
South Sudan;154;154;2;1;;;;
Malawi;100;333;0;-1;;;;
Seychelles;196;45;1;-1;;;;
Madagascar;120;276;1;1;;;;
Mauritius;160;140;1;0;;;;
Somalia;206;0;0;-1;;;;
Benin;83;395;1;0;66;67.5;71;66.2
Barbados;173;109;1;-1;;;;
Mauritania;91;358;0;-1;;;;
Libya;90;361;0;-1;;;66;
Burkina Faso;35;765;2;0;;;;74.5
Solomon Islands;180;92;1;0;;;;
Benin;83;395;1;0;66;67.5;71;66.2
Honduras;68;524;2;0;;71.2;68.3;66
Solomon Islands;180;92;0;-1;;;;
Croatia;18;1016;2;1;83;81;80;84.5
San Marino;204;11;0;-1;;;;
Benin;83;395;1;0;66;67.5;71;66.2
Netherlands;32;791;2;1;81;80.8;80.7;83
Jordan;109;318;0;-1;;;;
Republic of Ireland;26;853;1;-1;76;77.2;76.7;78
Togo;112;316;0;-1;;;70.7;72.8
Belarus;83;418;0;-1;69;71;;69.5
Burkina Faso;41;704;0;-1;;;;74.5
Paraguay;36;747;0;-1;76;76;77;77
Bolivia;73;472;1;1;66;68;70;68.5
New Zealand;95;343;0;-1;68;71;71;63
Syria;77;435;1;0;;;;
Uganda;71;478;0;0;;;61;
Cyprus;91;355;0;-1;;;;
Venezuela;58;629;1;0;72;74.8;76.3;76
St. Kitts and Nevis;89;361;0;-1;;;;
Zambia;99;335;0;0;;;;
Uruguay;16;1098;1;-1;83;82.8;85;78.2
Mauritania;104;327;0;-1;;;;
Albania;66;544;1;-1;75;73.2;69.3;72.8
IR Iran;30;828;2;1;71;;72;
Côte d'Ivoire;47;684;0;-1;70;80.2;81;79.2
Comoros;144;185;0;-1;72;;;65.5
Czech Republic;44;689;1;-1;88;76.5;76;77.8
Botswana;121;273;0;-1;;;;
Libya;92;351;0;-1;;;66;
Russia;63;560;3;1;80;78.8;79;80
Turkey;25;855;0;0;81;80.2;78;81.2
Uganda;71;478;0;0;;;61;
Maldives;156;145;1;-1;;;;
Guinea;72;475;1;-1;55;69.5;72.3;75.8
Palestine;116;294;2;1;;;;
Germany;3;1511;1;0;92;87.2;81.3;88
Nepal;169;115;0;-1;;;;
Moldova;161;135;1;0;;;;
Ukraine;37;737;0;-1;80;77.2;76.3;77.8
Korea DPR;114;306;2;0;;;;
Thailand;127;248;0;-1;;;;
Nicaragua;100;331;2;-1;;;;
Philippines;126;251;1;-1;65;;;
New Caledonia;162;133;2;0;;;;
Liechtenstein;186;69;1;0;64;;;
St. Kitts and Nevis;89;361;0;-1;;;;
Jordan;109;318;0;0;;;;
Korea Republic;43;703;0;0;74;74;75.3;77.2
Uruguay;16;1098;0;-1;83;82.8;85;78.2
Syria;77;435;1;0;;;;
Colombia;5;1365;2;0;79;78.2;81.3;81.2
Laos;172;113;0;-1;;;;
Saudi Arabia;53;635;2;-1;73;72.5;70.7;72.2
Indonesia;175;105;2;1;;;;
Panama;59;626;0;0;;67.5;66.3;68.5
Venezuela;58;629;1;0;72;74.8;76.3;76
Honduras;69;517;0;-1;;71.2;68.3;66
Paraguay;36;747;0;-1;76;76;77;77
Trinidad and Tobago;77;435;0;-1;;66.8;;
Hungary;33;801;0;-1;73;71.2;74.3;75.2
Brazil;1;1715;0;-1;83;86.5;87;84
Bulgaria;60;615;1;-1;74;70.5;67.3;73.8
Greece;40;726;0;0;82;81;77.3;77.8
Belgium;7;1291;2;1;89;83.8;86.7;82.5
Switzerland;9;1263;2;1;84;80;75.7;80
Cyprus;91;355;2;1;;;;
Portugal;8;1266;3;1;84;83.2;86.7;83.5
Seychelles;194;56;1;-1;;;;
Luxembourg;145;183;0;-1;66;66.5;;
Chile;4;1422;1;0;85;77.8;80;82
Papua New Guinea;153;168;2;-1;;;;
Madagascar;97;341;3;1;;;;
France;6;1332;1;-1;88;83.8;87;85.2
Northern Ireland;28;837;1;1;70;74.8;71;73.2
Angola;141;188;1;-1;;69.8;71.3;
South Sudan;147;182;0;-1;;;;
Morocco;56;631;0;-1;71;77;77.3;79.2
Congo;85;412;1;-1;66;71.8;65.3;71.8
San Marino;204;11;0;-1;;;;
Bermuda;185;75;2;1;;;62.7;
Namibia;94;345;0;-1;;;;
Guinea;72;475;3;1;55;69.5;72.3;75.8
Denmark;51;660;3;1;81;79;76.3;80.2
Slovakia;21;882;2;1;73;78;68.7;78
Comoros;144;185;0;-1;72;;;65.5
Gabon;86;408;1;-1;72;70.8;;73.5
Armenia;68;527;1;-1;;;65.3;75
Eswatini;90;361;0;0;;;;
South Africa;65;547;2;1;76;73;72.7;75
Czech Republic;44;689;1;0;88;76.5;76;77.8
Romania;46;686;1;-1;77;76;74.7;75.2
England;13;1119;2;0;84;83.5;83.3;82
Equatorial Guinea;109;317;0;-1;65;;;
Kenya;74;463;1;-1;67;;;70
Chinese Taipei;160;136;2;1;;;;
Malta;182;83;0;-1;;;;
Lesotho;140;190;1;0;;;;
Mozambique;106;325;1;1;;;;
Togo;112;316;0;-1;;;70.7;72.8
Gambia;167;120;0;-1;;67.5;64.3;69.2
Uganda;71;478;1;1;;;61;
Rwanda;128;245;1;-1;;;;
Ukraine;37;737;2;1;80;77.2;76.3;77.8
Ethiopia;125;264;0;-1;;;;
Croatia;18;1033;0;-1;83;81;80;84.5
Austria;35;750;1;0;75;78;74.7;81.8
Albania;66;544;3;1;75;73.2;69.3;72.8
Liechtenstein;186;69;0;-1;64;;;
Turkey;25;855;4;1;81;80.2;78;81.2
Spain;10;1198;2;1;90;86.2;85.3;86.8
USA;23;861;1;0;81;77.5;74.3;75.8
Georgia;122;270;2;0;73;71;64.7;74
Fiji;181;86;1;-1;;;;
Wales;13;1119;1;0;75;78;77;77.2
Liberia;151;174;0;-1;;;;
New Zealand;95;343;0;-1;68;71;71;63
Uzbekistan;62;582;0;-1;;;;
Estonia;98;337;2;1;63;69.5;;
Brazil;1;1715;4;1;83;86.5;87;84
Maldives;156;145;2;1;;;;
Afghanistan;158;140;0;-1;;;;
Colombia;5;1365;4;1;79;78.2;81.3;81.2
Curaçao;70;491;1;-1;75;;68;70.5
Trinidad and Tobago;77;435;1;-1;;66.8;;
Ecuador;24;858;3;1;74;73.8;76;76.2
England;13;1119;2;-1;84;83.5;83.3;82
Korea DPR;114;306;1;0;;;;
Kyrgyz Republic;132;232;0;-1;69;;;
Puerto Rico;133;231;0;0;67;;;
Japan;45;689;1;0;73;74.5;76.3;79.5
Myanmar;163;131;4;1;;;;
Lebanon;135;228;2;1;;;;
Yemen;124;267;0;0;;;;
Sweden;34;792;1;0;73;78.2;82;77.2
Oman;118;284;1;-1;68;;;
Honduras;69;517;2;0;;71.2;68.3;66
Solomon Islands;180;89;2;1;;;;
Korea Republic;43;703;2;-1;74;74;75.3;77.2
Chile;4;1422;2;-1;85;77.8;80;82
Argentina;2;1626;6;1;82;83.8;90;84.2
Zambia;99;335;2;1;;;;
China PR;82;424;2;0;73;70;72;71
Philippines;126;251;4;1;65;;;
United Arab Emirates;75;449;1;0;;;;
Bahrain;133;231;2;1;;;;
Jordan;109;318;0;0;;;;
Nicaragua;100;331;0;0;;;;
New Zealand;95;343;0;-1;68;71;71;63
Chile;4;1422;2;1;85;77.8;80;82
Mexico;17;1049;2;0;80;78.8;80.7;80.8
Germany;3;1511;3;1;92;87.2;81.3;88
New Zealand;95;343;1;-1;68;71;71;63
Portugal;8;1266;1;1;84;83.2;86.7;83.5
Australia;48;681;1;0;79;71.8;73.7;74.5
Chile;4;1422;1;0;85;77.8;80;82
Portugal;8;1266;4;1;84;83.2;86.7;83.5
Mexico;17;1049;2;1;80;78.8;80.7;80.8
Australia;48;681;1;0;79;71.8;73.7;74.5
Cameroon;32;811;1;-1;80;80.2;78.3;76.8
Curaçao;70;491;2;1;75;;68;70.5
Angola;141;188;1;1;;69.8;71.3;
Malawi;117;287;0;-1;;;;
Seychelles;194;56;0;-1;;;;
Zimbabwe;115;303;4;1;;;66.3;
Tanzania;139;192;0;0;;;;
Mauritius;150;174;0;0;;;;
Chile;4;1422;0;1;85;77.8;80;82
Mozambique;106;325;2;1;;;;
St. Vincent and the Grenadines;176;103;1;-1;;;;
Madagascar;97;341;0;0;;;;
Mexico;17;1049;1;-1;80;78.8;80.7;80.8
Angola;141;188;0;0;;69.8;71.3;
Mauritius;150;174;1;0;;;;
Barbados;169;115;1;-1;;;;
Madagascar;97;341;4;1;;;;
Seychelles;194;56;0;-1;;;;
Zambia;99;335;2;1;;;;
Guinea-Bissau;103;329;0;0;;;70.3;70
Paraguay;36;747;1;-1;76;76;77;77
Lesotho;140;190;0;1;;;;
Ghana;49;678;1;-1;69;75.5;76.7;78
